VBELN,POSNR,MATNR,KWMENG,NETPR,NETWR
240,40,PUMP1000,24,244.28,5862.63
241,10,ORMN1000,23,237.08,5452.83
241,20,BOTL1000,11,503.04,5533.49
241,30,EPAD1000,24,497.24,11933.74
241,40,PUMP1000,25,101.18,2529.45
242,10,PRTR1000,6,613.44,3680.64
242,20,DXTR1000,6,260.67,1564.0
242,30,BOTL1000,24,237.66,5703.89
242,40,PUMP1000,9,571.24,5141.15
243,10,DXTR1000,1,16699.45,16699.45
244,10,PUMP1000,22,126.67,2786.79
244,20,PUMP1000,20,205.09,4101.79
244,30,ORMN1000,16,712.23,11395.71
244,40,BOTL1000,20,826.17,16523.36
245,10,DXTR1000,10,388.71,3887.12
245,20,PRTR1000,5,1084.13,5420.66
245,30,PRTR1000,1,3799.54,3799.54
246,10,PRTR1000,23,2092.34,48123.88
247,10,PRTR1000,21,627.21,13171.43
248,10,PRTR1000,18,371.74,6691.39
248,20,ORMN1000,3,3204.31,9612.94
249,10,PUMP1000,24,242.67,5824.03
249,20,EPAD1000,15,1105.54,16583.04
249,30,DXTR1000,16,286.11,4577.71
249,40,BOTL1000,15,2364.78,35471.73
250,10,DXTR1000,13,300.73,3909.47
250,20,DXTR1000,11,1005.17,11056.86
251,10,EPAD1000,23,975.12,22427.76
252,10,DXTR1000,10,5768.0,57680.03
252,20,EPAD1000,16,3131.18,50098.85
252,30,BOTL1000,16,2531.18,40498.92
252,40,PUMP1000,19,1982.94,37675.81
253,10,DXTR1000,18,1842.76,33169.65
253,20,PUMP1000,9,964.74,8682.63
253,30,EPAD1000,14,194.31,2720.4
253,40,EPAD1000,4,20610.85,82443.38
254,10,PRTR1000,24,349.0,8376.1
254,20,ORMN1000,16,509.38,8150.12
254,30,PRTR1000,15,200.95,3014.21
255,10,PUMP1000,20,2675.21,53504.23
255,20,EPAD1000,22,2834.75,62364.44
256,10,EPAD1000,13,1183.16,15381.02
256,20,PUMP1000,22,572.34,12591.42
257,10,PRTR1000,20,639.18,12783.59
257,20,PUMP1000,10,1284.43,12844.34
257,30,DXTR1000,24,565.14,13563.46
258,10,EPAD1000,14,254.95,3569.31
258,20,PRTR1000,10,551.54,5515.41
258,30,BOTL1000,7,2392.57,16747.97
258,40,DXTR1000,2,1394.91,2789.82
259,10,DXTR1000,17,5406.91,91917.47
259,20,ORMN1000,3,12418.49,37255.47
259,30,DXTR1000,14,1182.11,16549.56
260,10,ORMN1000,9,438.12,3943.09
260,20,DXTR1000,12,610.13,7321.59
261,10,PUMP1000,20,405.59,8111.76
261,20,PUMP1000,4,1930.86,7723.43
261,30,EPAD1000,2,3953.52,7907.03
262,10,DXTR1000,20,1599.29,31985.76
262,20,DXTR1000,18,1395.09,25111.69
262,30,DXTR1000,17,1904.99,32384.9
262,40,PUMP1000,6,4328.65,25971.87
263,10,PRTR1000,12,3364.12,40369.5
264,10,PRTR1000,4,4611.51,18446.02
264,20,ORMN1000,21,945.12,19847.42
264,30,PRTR1000,11,1180.18,12981.94
265,10,EPAD1000,15,8124.15,121862.21
266,10,ORMN1000,16,1879.08,30065.29
267,10,EPAD1000,25,1060.21,26505.23
267,20,PUMP1000,12,372.78,4473.35
267,30,PRTR1000,22,888.48,19546.66
268,10,PRTR1000,8,1135.82,9086.55
268,20,EPAD1000,14,456.4,6389.61
269,10,EPAD1000,1,72358.91,72358.91
269,20,DXTR1000,5,15338.34,76691.69
269,30,BOTL1000,23,1808.16,41587.66
269,40,DXTR1000,3,18322.03,54966.1
270,10,EPAD1000,2,1118.37,2236.74
270,20,DXTR1000,25,279.08,6976.89
270,30,PUMP1000,22,53.07,1167.55
271,10,PUMP1000,21,1605.44,33714.24
271,20,BOTL1000,22,98.16,2159.55
272,10,PUMP1000,10,1048.17,10481.69
272,20,ORMN1000,24,922.61,22142.58
272,30,DXTR1000,12,1459.85,17518.19
273,10,EPAD1000,13,2005.05,26065.63
273,20,PRTR1000,21,841.63,17674.22
273,30,BOTL1000,18,236.24,4252.4
274,10,ORMN1000,7,3195.11,22365.74
274,20,DXTR1000,3,9488.33,28464.99
274,30,ORMN1000,18,1392.35,25062.32
274,40,PUMP1000,13,997.79,12971.25
275,10,DXTR1000,7,4818.36,33728.55
275,20,BOTL1000,17,2061.49,35045.4
276,10,BOTL1000,1,11041.5,11041.5
276,20,ORMN1000,19,843.88,16033.67
276,30,ORMN1000,8,423.66,3389.26
277,10,BOTL1000,21,1308.02,27468.44
277,20,DXTR1000,12,256.15,3073.77
277,30,PUMP1000,2,834.19,1668.38
277,40,EPAD1000,4,2595.14,10380.57
278,10,PUMP1000,8,21018.61,168148.9
278,20,BOTL1000,19,80.6,1531.4
278,30,PUMP1000,23,4329.27,99573.12
279,10,BOTL1000,23,1761.04,40503.85
279,20,PRTR1000,22,1495.28,32896.26
280,10,ORMN1000,25,634.02,15850.51
280,20,DXTR1000,15,503.54,7553.14
280,30,PUMP1000,5,1999.95,9999.76
280,40,EPAD1000,14,1268.79,17763.02
281,10,PRTR1000,14,5962.94,83481.19
282,10,BOTL1000,18,72.67,1308.07
282,20,EPAD1000,25,19.02,475.48
282,30,BOTL1000,9,458.0,4121.97
282,40,PUMP1000,16,153.3,2452.84
283,10,PRTR1000,14,3955.02,55370.26
283,20,BOTL1000,5,7656.93,38284.64
283,30,EPAD1000,5,10532.95,52664.74
283,40,EPAD1000,23,1767.7,40657.18
284,10,DXTR1000,17,13958.54,237295.26
284,20,PRTR1000,23,5469.48,125798.02
285,10,BOTL1000,4,4952.56,19810.24
285,20,DXTR1000,14,2231.53,31241.36
285,30,ORMN1000,4,9877.48,39509.93
285,40,ORMN1000,19,813.52,15456.79
286,10,ORMN1000,4,6118.73,24474.9
287,10,PRTR1000,5,1534.23,7671.14
287,20,EPAD1000,19,123.55,2347.43
287,30,ORMN1000,2,1880.69,3761.38
288,10,BOTL1000,4,1590.33,6361.34
288,20,DXTR1000,12,2014.22,24170.59
288,30,EPAD1000,2,7211.62,14423.23
289,10,PUMP1000,16,1091.01,17456.09
289,20,PRTR1000,20,861.69,17233.87
289,30,PRTR1000,25,1096.95,27423.86
289,40,PUMP1000,17,1400.05,23800.87
290,10,BOTL1000,3,6978.93,20936.8
290,20,BOTL1000,22,833.65,18340.37
290,30,EPAD1000,14,292.51,4095.19
290,40,EPAD1000,8,2500.91,20007.32
291,10,ORMN1000,24,198.86,4772.7
291,20,DXTR1000,21,402.49,8452.27
291,30,PUMP1000,6,1308.67,7852.04
292,10,PUMP1000,25,1359.47,33986.8
293,10,BOTL1000,7,2644.45,18511.17
293,20,BOTL1000,18,226.89,4084.07
293,30,DXTR1000,25,738.21,18455.36
294,10,DXTR1000,1,16798.75,16798.75
294,20,BOTL1000,22,511.36,11249.9
295,10,PRTR1000,7,5111.51,35780.54
295,20,BOTL1000,23,444.48,10222.93
296,10,DXTR1000,16,110.31,1764.91
296,20,EPAD1000,11,1011.31,11124.38
296,30,EPAD1000,6,1113.5,6680.98
296,40,BOTL1000,1,12278.41,12278.41
297,10,PRTR1000,18,239.47,4310.47
297,20,PRTR1000,10,102.71,1027.09
297,30,ORMN1000,6,1842.59,11055.54
298,10,PUMP1000,14,1681.19,23536.73
299,10,DXTR1000,6,306.18,1837.05
299,20,DXTR1000,23,1303.03,29969.8
300,10,ORMN1000,11,7004.72,77051.92
300,20,DXTR1000,13,4864.62,63240.05
300,30,PRTR1000,2,40786.8,81573.61
301,10,BOTL1000,16,336.86,5389.75
301,20,BOTL1000,25,167.98,4199.45
302,10,EPAD1000,3,4070.56,12211.67
302,20,EPAD1000,1,3463.87,3463.87
302,30,PRTR1000,21,194.99,4094.79
302,40,ORMN1000,1,7114.85,7114.85
303,10,PUMP1000,18,4341.06,78139.1
304,10,PUMP1000,3,4723.58,14170.74
304,20,PRTR1000,17,1113.06,18922.01
305,10,BOTL1000,8,803.94,6431.54
305,20,BOTL1000,14,1212.54,16975.53
306,10,PRTR1000,21,153.93,3232.63
306,20,DXTR1000,1,62858.33,62858.33
306,30,ORMN1000,16,4646.41,74342.6
306,40,ORMN1000,20,2400.69,48013.72
307,10,DXTR1000,10,221.01,2210.09
307,20,PUMP1000,6,310.55,1863.28
307,30,BOTL1000,18,26.14,470.56
307,40,ORMN1000,3,619.8,1859.4
308,10,PRTR1000,4,8760.79,35043.16
309,10,PUMP1000,11,1042.91,11472.05
309,20,PUMP1000,11,250.37,2754.12
309,30,PUMP1000,9,732.66,6593.94
310,10,ORMN1000,20,875.86,17517.16
310,20,PUMP1000,1,42493.24,42493.24
310,30,PUMP1000,5,4127.41,20637.06
310,40,BOTL1000,1,13514.12,13514.12
311,10,PUMP1000,23,7.54,173.44
311,20,EPAD1000,16,24.26,388.22
311,30,DXTR1000,18,390.75,7033.46
311,40,PUMP1000,21,1072.68,22526.34
312,10,EPAD1000,22,1916.31,42158.87
313,10,BOTL1000,13,9904.2,128754.65
314,10,DXTR1000,1,47369.66,47369.66
314,20,ORMN1000,15,6851.96,102779.44
314,30,EPAD1000,7,14205.52,99438.64
315,10,ORMN1000,1,65920.71,65920.71
316,10,PRTR1000,23,108.51,2495.68
316,20,EPAD1000,8,1329.67,10637.35
316,30,DXTR1000,12,678.98,8147.76
317,10,PRTR1000,1,8414.73,8414.73
317,20,EPAD1000,21,572.43,12020.93
317,30,ORMN1000,4,2586.83,10347.32
318,10,BOTL1000,20,125.19,2503.89
318,20,DXTR1000,6,474.33,2846.01
318,30,PRTR1000,19,571.12,10851.36
318,40,DXTR1000,24,411.36,9872.6
319,10,BOTL1000,8,3354.37,26834.95
319,20,ORMN1000,24,2454.4,58905.57
320,10,PUMP1000,23,451.39,10381.87
320,20,BOTL1000,18,15.73,283.13
321,10,PUMP1000,14,1588.9,22244.66
321,20,PUMP1000,22,1311.81,28859.8
321,30,ORMN1000,2,31.94,63.89
322,10,ORMN1000,16,5550.52,88808.3
322,20,DXTR1000,17,2517.38,42795.43
322,30,PRTR1000,24,533.43,12802.33
322,40,ORMN1000,2,27257.29,54514.58
323,10,DXTR1000,19,800.79,15214.93
323,20,PRTR1000,24,376.56,9037.39
323,30,EPAD1000,23,486.88,11198.33
323,40,PRTR1000,3,3188.35,9565.04
324,10,PUMP1000,21,3148.23,66112.78
324,20,DXTR1000,4,31231.83,124927.3
325,10,PRTR1000,9,1420.27,12782.39
325,20,EPAD1000,4,177.73,710.91
325,30,ORMN1000,8,2948.96,23591.65
325,40,ORMN1000,2,13835.33,27670.66
326,10,EPAD1000,20,7677.99,153559.71
326,20,DXTR1000,25,5050.04,126251.05
327,10,PUMP1000,11,1527.3,16800.3
327,20,PRTR1000,3,827.39,2482.16
327,30,EPAD1000,2,880.55,1761.1
327,40,ORMN1000,2,483.81,967.61
328,10,EPAD1000,13,65.2,847.66
328,20,BOTL1000,4,2182.49,8729.98
328,30,EPAD1000,25,288.23,7205.68
328,40,BOTL1000,8,474.98,3799.81
329,10,EPAD1000,15,11875.92,178138.75
330,10,DXTR1000,22,3040.1,66882.26
331,10,DXTR1000,23,273.14,6282.18
331,20,PRTR1000,19,375.77,7139.71
331,30,PRTR1000,19,69.05,1311.87
331,40,BOTL1000,21,7.11,149.26
332,10,PRTR1000,6,4262.59,25575.53
332,20,DXTR1000,5,6928.73,34643.64
332,30,PRTR1000,2,22339.6,44679.19
333,10,ORMN1000,12,971.45,11657.46
333,20,BOTL1000,19,538.61,10233.55
333,30,PRTR1000,25,519.89,12997.32
334,10,ORMN1000,10,1473.36,14733.57
334,20,BOTL1000,1,18932.38,18932.38
335,10,DXTR1000,18,2678.21,48207.77
335,20,ORMN1000,14,30464.99,426509.83
336,10,DXTR1000,7,3192.75,22349.25
336,20,PRTR1000,11,1332.75,14660.28
337,10,BOTL1000,19,2039.88,38757.81
337,20,BOTL1000,11,4979.62,54775.77
337,30,EPAD1000,10,3345.72,33457.24
337,40,PRTR1000,11,1679.33,18472.67
338,10,EPAD1000,2,16140.84,32281.69
339,10,PRTR1000,23,1426.05,32799.16
339,20,BOTL1000,15,1518.27,22774.0
340,10,PUMP1000,11,1791.52,19706.67
340,20,PRTR1000,13,4658.87,60565.26
341,10,BOTL1000,1,1474.76,1474.76
341,20,PRTR1000,4,1980.83,7923.33
341,30,EPAD1000,10,290.41,2904.12
341,40,PUMP1000,7,84.31,590.17
342,10,PRTR1000,6,619.16,3714.97
342,20,PUMP1000,9,279.09,2511.82
342,30,ORMN1000,6,2789.8,16738.81
343,10,DXTR1000,9,9870.86,88837.71
343,20,PUMP1000,1,10693.89,10693.89
344,10,ORMN1000,4,6969.17,27876.66
344,20,ORMN1000,7,8275.52,57928.64
345,10,EPAD1000,20,795.0,15900.08
345,20,DXTR1000,23,2330.23,53595.36
345,30,PRTR1000,4,10939.52,43758.09
345,40,PRTR1000,5,12462.67,62313.36
346,10,BOTL1000,11,2435.79,26793.65
346,20,PUMP1000,14,2495.29,34934.02
347,10,PRTR1000,19,3394.3,64491.66
347,20,ORMN1000,18,2968.5,53432.93
348,10,PRTR1000,9,4715.3,42437.66
348,20,BOTL1000,17,405.74,6897.53
349,10,PRTR1000,3,2163.9,6491.71
349,20,EPAD1000,17,148.57,2525.72
349,30,PUMP1000,25,584.11,14602.71
349,40,BOTL1000,25,823.42,20585.52
350,10,BOTL1000,12,2207.42,26488.98
350,20,EPAD1000,23,1072.42,24665.6
350,30,EPAD1000,23,743.38,17097.83
351,10,PRTR1000,2,13023.68,26047.35
351,20,PRTR1000,8,4864.99,38919.88
351,30,PRTR1000,15,5961.3,89419.56
351,40,PRTR1000,13,4360.56,56687.26
352,10,ORMN1000,12,17812.53,213750.37
352,20,DXTR1000,18,10535.59,189640.68
352,30,DXTR1000,5,15812.59,79062.93
353,10,BOTL1000,15,2732.93,40993.97
353,20,ORMN1000,20,1621.18,32423.58
353,30,EPAD1000,14,3846.8,53855.22
354,10,PRTR1000,1,178030.97,178030.97
354,20,PRTR1000,15,10085.19,151277.81
354,30,PUMP1000,9,22755.79,204802.11
354,40,ORMN1000,3,37460.72,112382.16
355,10,BOTL1000,17,4553.95,77417.07
356,10,DXTR1000,8,4191.1,33528.78
357,10,BOTL1000,2,31278.21,62556.42
358,10,ORMN1000,9,1823.17,16408.52
358,20,PUMP1000,24,1382.93,33190.27
359,10,PUMP1000,25,1253.47,31336.81
359,20,BOTL1000,24,4137.0,99287.97
359,30,DXTR1000,9,2517.95,22661.55
360,10,BOTL1000,13,689.38,8961.98
360,20,PUMP1000,25,440.88,11022.05
360,30,EPAD1000,1,31697.12,31697.12
361,10,PUMP1000,24,2250.88,54021.19
361,20,EPAD1000,7,2029.3,14205.13
362,10,EPAD1000,25,612.9,15322.6
362,20,EPAD1000,24,972.81,23347.4
363,10,PUMP1000,25,3589.05,89726.23
363,20,PRTR1000,14,2533.73,35472.28
363,30,EPAD1000,15,1418.9,21283.55
364,10,PRTR1000,19,15350.09,291651.71
365,10,ORMN1000,12,996.3,11955.63
365,20,EPAD1000,8,15.34,122.69
365,30,PUMP1000,14,733.62,10270.65
366,10,DXTR1000,19,4629.93,87968.75
366,20,PRTR1000,5,15925.73,79628.67
366,30,BOTL1000,11,3141.21,34553.32
366,40,BOTL1000,21,3223.14,67686.01
367,10,EPAD1000,7,1794.18,12559.24
367,20,ORMN1000,4,654.13,2616.53
367,30,EPAD1000,19,263.44,5005.34
367,40,ORMN1000,21,326.12,6848.59
368,10,BOTL1000,22,2576.71,56687.69
369,10,DXTR1000,16,203.76,3260.12
369,20,PRTR1000,6,11677.92,70067.53
370,10,ORMN1000,13,4671.52,60729.78
371,10,EPAD1000,3,5233.87,15701.62
371,20,ORMN1000,2,22220.1,44440.2
372,10,EPAD1000,14,992.93,13901.05
373,10,EPAD1000,14,5252.79,73539.11
373,20,DXTR1000,24,399.85,9596.52
374,10,PUMP1000,14,2296.71,32153.92
374,20,EPAD1000,22,1324.74,29144.31
374,30,BOTL1000,6,729.04,4374.25
374,40,ORMN1000,19,364.43,6924.24
375,10,PRTR1000,9,1649.5,14845.51
375,20,PRTR1000,1,20233.32,20233.32
376,10,EPAD1000,19,88.43,1680.25
376,20,EPAD1000,15,699.1,10486.43
376,30,DXTR1000,19,1116.4,21211.67
376,40,DXTR1000,24,575.51,13812.24
377,10,ORMN1000,23,1139.3,26203.98
377,20,BOTL1000,13,2865.87,37256.32
377,30,EPAD1000,6,2343.36,14060.15
378,10,EPAD1000,14,653.57,9149.95
378,20,PUMP1000,13,2421.17,31475.22
379,10,DXTR1000,23,1318.02,30314.47
379,20,PRTR1000,8,518.25,4145.99
380,10,PUMP1000,3,9116.6,27349.79
380,20,PUMP1000,24,694.34,16664.11
380,30,EPAD1000,7,2951.32,20659.23
381,10,BOTL1000,4,4237.93,16951.71
381,20,ORMN1000,25,377.73,9443.18
381,30,EPAD1000,14,1214.41,17001.71
381,40,ORMN1000,6,217.89,1307.33
382,10,PUMP1000,3,12555.99,37667.96
382,20,PUMP1000,23,1495.68,34400.56
383,10,ORMN1000,1,6131.27,6131.27
383,20,PUMP1000,4,2999.87,11999.48
383,30,ORMN1000,5,2753.2,13765.98
383,40,PUMP1000,22,290.04,6380.91
384,10,PRTR1000,15,4053.24,60798.53
384,20,ORMN1000,16,534.89,8558.31
384,30,PRTR1000,6,11463.99,68783.94
384,40,BOTL1000,1,30388.48,30388.48
385,10,BOTL1000,4,6643.41,26573.64
386,10,ORMN1000,15,308.86,4632.92
386,20,PRTR1000,6,3077.51,18465.08
386,30,DXTR1000,23,13.41,308.32
386,40,BOTL1000,22,341.6,7515.17
387,10,BOTL1000,21,729.56,15320.73
387,20,PUMP1000,21,78.82,1655.12
388,10,EPAD1000,10,7812.51,78125.08
389,10,EPAD1000,2,8498.73,16997.45
390,10,PRTR1000,8,4340.27,34722.18
390,20,DXTR1000,3,4668.46,14005.38
391,10,PRTR1000,3,703.79,2111.36
391,20,PUMP1000,4,275.03,1100.1
391,30,PUMP1000,6,10332.69,61996.12
391,40,DXTR1000,6,8562.56,51375.37
392,10,PRTR1000,20,935.63,18712.54
392,20,EPAD1000,18,1654.46,29780.29
392,30,DXTR1000,14,841.55,11781.76
392,40,PRTR1000,8,2860.67,22885.39
393,10,DXTR1000,6,15609.11,93654.64
394,10,ORMN1000,22,1601.37,35230.06
394,20,BOTL1000,21,30.73,645.43
394,30,DXTR1000,12,955.14,11461.64
394,40,PRTR1000,3,3952.13,11856.4
395,10,BOTL1000,18,1116.3,20093.32
395,20,ORMN1000,6,6651.13,39906.81
395,30,BOTL1000,4,16377.74,65510.95
395,40,PUMP1000,11,616.78,6784.55
396,10,PUMP1000,21,249.94,5248.67
396,20,PUMP1000,11,684.42,7528.59
396,30,DXTR1000,16,335.7,5371.16
396,40,DXTR1000,11,233.72,2570.88
397,10,PRTR1000,1,4327.85,4327.85
397,20,BOTL1000,1,7250.5,7250.5
397,30,DXTR1000,25,105.23,2630.69
397,40,PRTR1000,10,664.92,6649.23
398,10,PRTR1000,10,3241.53,32415.3
398,20,EPAD1000,5,5306.05,26530.23
398,30,PUMP1000,7,366.45,2565.12
398,40,PRTR1000,2,8016.09,16032.17
399,10,DXTR1000,25,2346.19,58654.76
399,20,EPAD1000,17,1534.07,26079.24
399,30,ORMN1000,21,1050.83,22067.39
399,40,DXTR1000,25,2042.61,51065.32
400,10,PRTR1000,8,1194.23,9553.83
400,20,DXTR1000,18,207.6,3736.89
401,10,BOTL1000,8,3313.53,26508.22
401,20,BOTL1000,13,1771.51,23029.58
402,10,DXTR1000,16,413.46,6615.37
402,20,DXTR1000,7,3242.67,22698.69
402,30,PRTR1000,21,110.9,2328.93
403,10,PRTR1000,18,2373.09,42715.61
403,20,BOTL1000,8,7385.52,59084.18
404,10,ORMN1000,15,3986.4,59795.96
405,10,BOTL1000,6,4639.63,27837.78
405,20,ORMN1000,8,1180.96,9447.72
406,10,DXTR1000,16,625.47,10007.51
406,20,EPAD1000,12,1400.09,16801.1
406,30,PRTR1000,13,268.97,3496.61
407,10,DXTR1000,16,122.7,1963.18
407,20,EPAD1000,25,89.9,2247.48
407,30,DXTR1000,14,233.49,3268.87
407,40,ORMN1000,25,135.27,3381.82
408,10,EPAD1000,13,8677.87,112812.32
408,20,EPAD1000,10,3585.23,35852.35
409,10,PUMP1000,5,4159.35,20796.73
409,20,PRTR1000,16,2099.74,33595.77
409,30,PRTR1000,5,797.61,3988.06
410,10,PUMP1000,17,6176.87,105006.82
411,10,ORMN1000,24,445.24,10685.78
411,20,EPAD1000,13,1548.27,20127.5
411,30,PUMP1000,10,2044.48,20444.82
412,10,DXTR1000,2,11317.2,22634.4
413,10,PUMP1000,25,765.04,19126.03
413,20,BOTL1000,12,277.62,3331.45
413,30,EPAD1000,23,680.64,15654.71
413,40,PUMP1000,21,935.16,19638.32
414,10,PRTR1000,24,1512.73,36305.45
414,20,EPAD1000,8,4241.38,33931.03
414,30,ORMN1000,2,24149.2,48298.4
415,10,PRTR1000,21,3121.4,65549.39
416,10,BOTL1000,8,2826.9,22615.16
416,20,PUMP1000,19,1856.4,35271.65
416,30,DXTR1000,6,917.45,5504.69
417,10,PUMP1000,21,460.69,9674.56
418,10,EPAD1000,7,695.17,4866.2
418,20,EPAD1000,6,1195.46,7172.77
418,30,PUMP1000,9,1225.04,11025.36
418,40,BOTL1000,10,634.53,6345.27
419,10,DXTR1000,3,9087.77,27263.32
419,20,BOTL1000,21,1625.77,34141.19
419,30,ORMN1000,25,1400.12,35003.11
419,40,ORMN1000,5,8599.53,42997.64
420,10,DXTR1000,10,10589.15,105891.52
420,20,EPAD1000,6,7552.13,45312.81
421,10,PUMP1000,25,2763.09,69077.19
422,10,PRTR1000,12,212.02,2544.22
422,20,PRTR1000,23,137.92,3172.12
422,30,EPAD1000,7,507.52,3552.67
422,40,BOTL1000,6,137.83,826.98
423,10,PRTR1000,7,13011.63,91081.41
424,10,PRTR1000,25,603.1,15077.4
424,20,EPAD1000,9,5190.06,46710.56
425,10,DXTR1000,10,53.06,530.56
425,20,DXTR1000,13,40.65,528.51
425,30,DXTR1000,9,81.66,734.98
425,40,DXTR1000,11,12.78,140.61
426,10,DXTR1000,4,4789.77,19159.06
426,20,ORMN1000,2,13486.48,26972.97
427,10,DXTR1000,2,17300.3,34600.6
428,10,BOTL1000,20,20716.6,414331.95
428,20,ORMN1000,25,230.42,5760.41
429,10,ORMN1000,11,2567.9,28246.92
429,20,ORMN1000,8,2514.64,20117.11
429,30,EPAD1000,22,1165.17,25633.82
429,40,BOTL1000,13,1702.46,22131.94
430,10,DXTR1000,11,1538.94,16928.3
431,10,EPAD1000,23,1089.3,25053.93
432,10,ORMN1000,17,685.1,11646.7
432,20,PRTR1000,23,2423.29,55735.65
433,10,EPAD1000,17,124.11,2109.89
433,20,PRTR1000,22,145.62,3203.63
433,30,PUMP1000,1,4061.13,4061.13
434,10,ORMN1000,24,18.18,436.43
434,20,EPAD1000,22,429.68,9452.91
434,30,BOTL1000,8,150.09,1200.73
435,10,PUMP1000,16,414.3,6628.75
435,20,DXTR1000,23,441.2,10147.62
435,30,EPAD1000,24,56.16,1347.88
435,40,BOTL1000,10,708.85,7088.45
436,10,PUMP1000,19,3430.97,65188.41
436,20,DXTR1000,17,4685.17,79647.94
437,10,BOTL1000,22,1717.88,37793.44
437,20,PRTR1000,15,440.69,6610.29
438,10,PUMP1000,6,1760.3,10561.78
438,20,DXTR1000,23,231.84,5332.23
438,30,EPAD1000,4,1494.79,5979.17
438,40,DXTR1000,23,117.01,2691.24
439,10,ORMN1000,13,1490.51,19376.59
439,20,PUMP1000,8,851.24,6809.96
440,10,PRTR1000,22,613.12,13488.55
440,20,PUMP1000,18,1070.71,19272.83
440,30,EPAD1000,24,565.96,13583.11
441,10,PRTR1000,11,8183.09,90014.02
442,10,PUMP1000,13,6935.58,90162.53
443,10,PRTR1000,8,621.97,4975.77
443,20,DXTR1000,9,663.76,5973.8
443,30,DXTR1000,10,735.23,7352.32
443,40,DXTR1000,4,831.23,3324.91
444,10,BOTL1000,4,6001.63,24006.53
444,20,PRTR1000,12,2531.7,30380.43
444,30,EPAD1000,11,2194.31,24137.38
445,10,BOTL1000,19,2760.88,52456.68
446,10,ORMN1000,11,1740.77,19148.45
446,20,PRTR1000,22,1006.76,22148.73
447,10,ORMN1000,15,8003.55,120053.24
447,20,ORMN1000,5,2069.9,10349.51
448,10,ORMN1000,20,401.37,8027.46
448,20,PUMP1000,5,1464.01,7320.04
449,10,BOTL1000,10,19446.51,194465.11
450,10,BOTL1000,23,2306.06,53039.3
451,10,ORMN1000,2,5424.68,10849.36
451,20,PUMP1000,5,741.67,3708.36
451,30,PUMP1000,7,715.9,5011.33
451,40,PUMP1000,8,2076.98,16615.82
452,10,PRTR1000,25,1439.46,35986.62
453,10,DXTR1000,6,4418.23,26509.35
453,20,EPAD1000,18,605.58,10900.53
453,30,EPAD1000,11,2700.22,29702.47
453,40,EPAD1000,22,1511.4,33250.84
454,10,ORMN1000,10,11931.51,119315.09
454,20,PRTR1000,23,2677.37,61579.59
454,30,BOTL1000,23,3613.83,83118.16
455,10,PUMP1000,2,4768.21,9536.41
455,20,EPAD1000,10,3169.2,31692.01
455,30,PRTR1000,21,3692.28,77537.82
455,40,PRTR1000,19,4465.57,84845.76
456,10,PRTR1000,24,1124.99,26999.74
456,20,PUMP1000,24,470.52,11292.57
456,30,ORMN1000,1,5618.43,5618.43
456,40,BOTL1000,24,352.61,8462.65
457,10,EPAD1000,5,2548.49,12742.46
458,10,PRTR1000,16,1401.97,22431.49
458,20,DXTR1000,2,2776.89,5553.78
458,30,PUMP1000,17,109.4,1859.75
458,40,BOTL1000,11,1067.22,11739.39
459,10,EPAD1000,8,3195.99,25567.95
459,20,ORMN1000,16,1033.18,16530.84
459,30,BOTL1000,23,463.12,10651.76
459,40,PUMP1000,6,149.38,896.26
460,10,PUMP1000,15,629.65,9444.7
460,20,ORMN1000,13,928.14,12065.79
460,30,PUMP1000,21,388.81,8165.11
460,40,ORMN1000,15,72.72,1090.87
461,10,DXTR1000,3,6369.9,19109.69
462,10,EPAD1000,19,902.8,17153.19
462,20,PUMP1000,9,2699.49,24295.42
462,30,DXTR1000,24,250.64,6015.43
462,40,PRTR1000,19,826.01,15694.13
463,10,ORMN1000,4,4466.71,17866.84
463,20,PUMP1000,3,7928.61,23785.84
463,30,PRTR1000,18,889.0,16002.08
463,40,PUMP1000,13,1621.98,21085.71
464,10,BOTL1000,18,2134.42,38419.55
465,10,DXTR1000,21,58.39,1226.26
465,20,PRTR1000,25,642.28,16057.07
465,30,DXTR1000,22,469.91,10338.09
465,40,BOTL1000,6,2617.62,15705.75
466,10,DXTR1000,11,33.09,363.99
466,20,PRTR1000,2,15288.2,30576.41
467,10,DXTR1000,9,3711.35,33402.17
467,20,DXTR1000,3,1498.23,4494.68
468,10,DXTR1000,22,516.32,11358.95
468,20,ORMN1000,8,2126.24,17009.93
468,30,BOTL1000,2,6608.85,13217.7
469,10,ORMN1000,23,841.73,19359.74
469,20,ORMN1000,17,768.68,13067.5
469,30,BOTL1000,20,847.44,16948.83
470,10,PRTR1000,2,36817.57,73635.13
470,20,PRTR1000,2,35462.81,70925.63
471,10,BOTL1000,5,3430.14,17150.72
471,20,PRTR1000,18,2647.04,47646.74
472,10,ORMN1000,18,978.23,17608.17
472,20,EPAD1000,9,5142.35,46281.16
472,30,PRTR1000,21,1275.63,26788.13
473,10,BOTL1000,5,1391.5,6957.5
473,20,DXTR1000,7,2058.91,14412.4
473,30,PUMP1000,21,491.46,10320.67
473,40,PUMP1000,9,1593.68,14343.12
474,10,BOTL1000,21,2273.24,47738.08
474,20,PRTR1000,20,1883.08,37661.68
475,10,PRTR1000,20,230.41,4608.16
475,20,ORMN1000,3,591.49,1774.46
475,30,BOTL1000,4,1104.67,4418.67
475,40,PUMP1000,4,531.37,2125.48
