VBELN,KUNNR,ERDAT,NETWR,WAERS,AUART
612,22,2022-01-05,9417.16,USD,OR
613,1027,2022-01-05,25507.82,USD,OR
614,1107,2022-01-05,5161.38,USD,OR
615,419,2022-01-05,54752.79,USD,OR
616,4597,2022-01-05,12785.76,USD,OR
617,2052,2022-01-05,44709.77,USD,OR
618,4664,2022-01-05,109387.38,USD,OR
619,2092,2022-01-05,29015.75,USD,OR
620,4667,2022-01-05,30939.76,USD,OR
621,1965,2022-01-05,87770.24,USD,OR
622,4107,2022-01-05,19377.35,USD,OR
623,380,2022-01-05,66226.33,USD,OR
624,3111,2022-01-05,53094.51,USD,OR
625,3041,2022-01-05,46466.28,USD,OR
626,3931,2022-01-05,61744.36,USD,OR
627,2527,2022-01-05,249366.73,USD,OR
628,975,2022-01-05,26493.1,USD,OR
629,3923,2022-01-05,37575.9,USD,OR
630,4180,2022-01-05,119700.33,USD,OR
631,4044,2022-01-05,50699.32,USD,OR
632,2647,2022-01-05,44340.92,USD,OR
633,4637,2022-01-05,147472.86,USD,OR
634,3943,2022-01-05,20019.16,USD,OR
635,292,2022-01-05,16055.97,USD,OR
636,3231,2022-01-05,152330.06,USD,OR
637,4191,2022-01-05,28521.01,USD,OR
638,3906,2022-01-05,12519.08,USD,OR
639,2073,2022-01-06,45742.67,USD,OR
640,4993,2022-01-06,12069.37,USD,OR
641,4099,2022-01-06,10825.18,USD,OR
642,245,2022-01-06,57338.79,USD,OR
643,1464,2022-01-06,14359.81,USD,OR
644,4825,2022-01-06,73843.64,USD,OR
645,1119,2022-01-06,42665.62,USD,OR
646,1756,2022-01-06,245598.12,USD,OR
647,1943,2022-01-06,83252.03,USD,OR
648,2909,2022-01-06,18944.44,USD,OR
649,2321,2022-01-06,74381.62,USD,OR
650,1242,2022-01-06,10171.75,USD,OR
651,3011,2022-01-06,188144.71,USD,OR
652,1778,2022-01-06,155067.25,USD,OR
653,2445,2022-01-06,31089.16,USD,OR
654,312,2022-01-06,18431.19,USD,OR
655,2940,2022-01-06,27218.4,USD,OR
656,864,2022-01-06,38923.1,USD,OR
657,1475,2022-01-06,207018.23,USD,OR
658,4297,2022-01-06,43085.8,USD,OR
659,4814,2022-01-06,42055.43,USD,OR
660,4086,2022-01-06,119789.45,USD,OR
661,2604,2022-01-06,17303.46,USD,OR
662,2685,2022-01-06,77245.75,USD,OR
663,3191,2022-01-06,68184.47,USD,OR
664,3417,2022-01-06,28593.3,USD,OR
665,4645,2022-01-06,25103.48,USD,OR
666,4744,2022-01-06,42060.36,USD,OR
667,2583,2022-01-06,10402.28,USD,OR
668,437,2022-01-06,451307.27,USD,OR
669,3048,2022-01-06,97368.63,USD,OR
670,57,2022-01-06,86791.51,USD,OR
671,2560,2022-01-06,47485.65,USD,OR
672,4161,2022-01-06,15754.47,USD,OR
673,3893,2022-01-06,55559.94,USD,OR
674,2485,2022-01-06,77804.86,USD,OR
675,448,2022-01-06,302801.17,USD,OR
676,3222,2022-01-06,38702.2,USD,OR
677,3058,2022-01-06,75469.55,USD,OR
678,2926,2022-01-06,29215.54,USD,OR
679,453,2022-01-06,53844.77,USD,OR
680,1783,2022-01-06,300484.86,USD,OR
681,2218,2022-01-06,463344.48,USD,OR
682,1752,2022-01-06,20658.63,USD,OR
683,2233,2022-01-06,132872.11,USD,OR
684,3222,2022-01-06,47266.57,USD,OR
685,1145,2022-01-06,73312.77,USD,OR
686,4895,2022-01-06,25056.14,USD,OR
687,4510,2022-01-06,2067232.24,USD,OR
688,4793,2022-01-06,167620.81,USD,OR
689,343,2022-01-06,56311.43,USD,OR
690,2343,2022-01-06,46527.52,USD,OR
691,3956,2022-01-06,7677.64,USD,OR
692,2345,2022-01-06,60724.48,USD,OR
693,4503,2022-01-06,11587.13,USD,OR
694,2463,2022-01-06,140245.51,USD,OR
695,2317,2022-01-06,44612.71,USD,OR
696,2692,2022-01-06,49168.54,USD,OR
697,1373,2022-01-06,44162.31,USD,OR
698,2966,2022-01-06,137079.73,USD,OR
699,3513,2022-01-06,47723.99,USD,OR
700,2074,2022-01-06,43627.44,USD,OR
701,2885,2022-01-06,23095.39,USD,OR
702,3122,2022-01-06,40240.7,USD,OR
703,2990,2022-01-06,43699.17,USD,OR
704,1058,2022-01-06,5636.04,USD,OR
705,4013,2022-01-06,1764250.19,USD,OR
706,2153,2022-01-06,100074.58,USD,OR
707,792,2022-01-06,43534.71,USD,OR
708,3676,2022-01-06,100637.33,USD,OR
709,4838,2022-01-06,84273.86,USD,OR
710,2428,2022-01-06,30512.22,USD,OR
711,498,2022-01-06,12141.89,USD,OR
712,791,2022-01-06,85439.3,USD,OR
713,1835,2022-01-06,19165.49,USD,OR
714,4999,2022-01-06,34427.97,USD,OR
715,4194,2022-01-06,42086.92,USD,OR
716,1635,2022-01-06,84720.79,USD,OR
717,2375,2022-01-06,21457.18,USD,OR
718,2136,2022-01-06,25489.78,USD,OR
719,3645,2022-01-06,31921.43,USD,OR
720,1097,2022-01-06,19667.91,USD,OR
721,1294,2022-01-06,122218.86,USD,OR
722,4569,2022-01-06,136733.03,USD,OR
723,4685,2022-01-06,424342.14,USD,OR
724,3620,2022-01-06,365638.69,USD,OR
725,941,2022-01-06,33774.53,USD,OR
726,3320,2022-01-06,149058.04,USD,OR
727,1272,2022-01-06,58713.34,USD,OR
728,675,2022-01-06,36184.12,USD,OR
729,2403,2022-01-06,222890.36,USD,OR
730,2261,2022-01-06,78299.07,USD,OR
731,2076,2022-01-06,73953.23,USD,OR
732,2242,2022-01-06,25880.34,USD,OR
733,4863,2022-01-06,24428.69,USD,OR
734,4409,2022-01-06,12091.48,USD,OR
735,486,2022-01-06,19979.84,USD,OR
736,4926,2022-01-06,95219.64,USD,OR
737,2242,2022-01-06,38361.65,USD,OR
738,353,2022-01-06,13343.29,USD,OR
739,415,2022-01-06,164494.71,USD,OR
740,4531,2022-01-06,23103.3,USD,OR
741,2406,2022-01-06,51502.15,USD,OR
742,508,2022-01-06,33466.45,USD,OR
743,1318,2022-01-06,33496.12,USD,OR
744,4999,2022-01-06,41402.41,USD,OR
745,4691,2022-01-06,41452.53,USD,OR
746,1295,2022-01-06,18137.54,USD,OR
747,949,2022-01-06,25431.36,USD,OR
748,2090,2022-01-06,292001.07,USD,OR
749,3530,2022-01-06,26120.4,USD,OR
750,2846,2022-01-06,95204.26,USD,OR
751,24,2022-01-06,258164.05,USD,OR
752,2286,2022-01-06,22742.48,USD,OR
753,1499,2022-01-06,54103.28,USD,OR
754,3535,2022-01-06,20526.4,USD,OR
755,2663,2022-01-06,98339.79,USD,OR
756,3627,2022-01-06,117768.83,USD,OR
757,3630,2022-01-07,13648.89,USD,OR
758,3224,2022-01-07,105051.7,USD,OR
759,1548,2022-01-07,94219.48,USD,OR
760,3094,2022-01-07,42251.44,USD,OR
761,2635,2022-01-07,57451.43,USD,OR
762,4871,2022-01-07,9275.74,USD,OR
763,2198,2022-01-07,11626.56,USD,OR
764,1592,2022-01-07,29578.77,USD,OR
765,2572,2022-01-07,2109.77,USD,OR
766,4962,2022-01-07,25640.25,USD,OR
767,2403,2022-01-07,280322.05,USD,OR
768,861,2022-01-07,43098.53,USD,OR
769,4962,2022-01-07,22064.63,USD,OR
770,2797,2022-01-07,32608.75,USD,OR
771,2401,2022-01-07,130374.19,USD,OR
772,591,2022-01-07,27353.64,USD,OR
773,382,2022-01-07,16656.7,USD,OR
774,4461,2022-01-07,123106.18,USD,OR
775,1411,2022-01-07,83449.42,USD,OR
776,1183,2022-01-07,79568.58,USD,OR
777,848,2022-01-07,56132.88,USD,OR
778,1756,2022-01-07,196690.35,USD,OR
779,4367,2022-01-07,17865.39,USD,OR
780,1182,2022-01-07,61049.96,USD,OR
781,747,2022-01-07,24743.33,USD,OR
782,1569,2022-01-07,24179.64,USD,OR
783,3923,2022-01-07,47490.47,USD,OR
784,2856,2022-01-07,86132.18,USD,OR
785,4081,2022-01-07,22233.42,USD,OR
786,450,2022-01-07,34570.25,USD,OR
787,3487,2022-01-07,29194.92,USD,OR
788,1512,2022-01-07,73760.65,USD,OR
789,3652,2022-01-07,28161.08,USD,OR
790,4283,2022-01-07,21340.23,USD,OR
791,2047,2022-01-07,25971.65,USD,OR
792,3966,2022-01-07,15789.32,USD,OR
793,3184,2022-01-07,131783.95,USD,OR
794,3969,2022-01-07,145515.51,USD,OR
795,4423,2022-01-07,57599.02,USD,OR
796,422,2022-01-07,40630.66,USD,OR
797,1465,2022-01-07,44745.5,USD,OR
798,1667,2022-01-07,17201.64,USD,OR
799,2842,2022-01-07,284327.19,USD,OR
800,3669,2022-01-07,95802.25,USD,OR
801,4298,2022-01-07,172732.67,USD,OR
802,4072,2022-01-07,12896.52,USD,OR
803,661,2022-01-07,18135.5,USD,OR
804,2158,2022-01-07,60710.63,USD,OR
805,3676,2022-01-07,90366.5,USD,OR
806,3146,2022-01-07,38647.71,USD,OR
807,3704,2022-01-07,114422.7,USD,OR
808,2096,2022-01-07,23369.17,USD,OR
809,3483,2022-01-07,151237.78,USD,OR
810,1608,2022-01-07,79500.27,USD,OR
811,4742,2022-01-07,20990.87,USD,OR
812,4024,2022-01-07,12085.98,USD,OR
813,2625,2022-01-07,58503.31,USD,OR
814,3718,2022-01-07,181496.42,USD,OR
815,1622,2022-01-07,17986.0,USD,OR
816,2337,2022-01-07,39931.19,USD,OR
817,4012,2022-01-07,46980.49,USD,OR
818,2854,2022-01-07,58272.62,USD,OR
819,4854,2022-01-07,25014.34,USD,OR
820,4007,2022-01-07,185644.88,USD,OR
821,2852,2022-01-07,57540.36,USD,OR
822,2100,2022-01-07,30219.04,USD,OR
823,1151,2022-01-07,55520.52,USD,OR
824,4274,2022-01-07,11691.14,USD,OR
825,3208,2022-01-07,55879.72,USD,OR
826,1439,2022-01-07,34269.59,USD,OR
827,119,2022-01-07,63889.34,USD,OR
828,626,2022-01-07,75165.58,USD,OR
829,2848,2022-01-07,126796.44,USD,OR
830,2821,2022-01-07,32535.8,USD,OR
831,4634,2022-01-07,127012.91,USD,OR
832,4898,2022-01-07,24736.01,USD,OR
833,2560,2022-01-07,49398.02,USD,OR
834,2480,2022-01-07,45155.69,USD,OR
835,1828,2022-01-07,101122.2,USD,OR
836,2763,2022-01-07,76766.08,USD,OR
837,79,2022-01-07,167619.65,USD,OR
838,3899,2022-01-07,71392.65,USD,OR
839,4225,2022-01-07,22240.81,USD,OR
840,79,2022-01-07,133753.28,USD,OR
841,2317,2022-01-07,47961.01,USD,OR
842,2711,2022-01-07,22517.83,USD,OR
843,1336,2022-01-07,30096.95,USD,OR
844,1265,2022-01-07,12849.44,USD,OR
845,3807,2022-01-07,60611.66,USD,OR
846,314,2022-01-07,30771.01,USD,OR
847,3315,2022-01-07,23406.85,USD,OR
848,2255,2022-01-07,23434.21,USD,OR
849,1338,2022-01-07,18938.79,USD,OR
850,1301,2022-01-07,21240.93,USD,OR
851,1266,2022-01-07,34821.09,USD,OR
852,2233,2022-01-07,150986.89,USD,OR
853,1224,2022-01-07,56758.29,USD,OR
854,72,2022-01-07,36766.57,USD,OR
855,4535,2022-01-07,134235.0,USD,OR
856,1217,2022-01-07,127225.02,USD,OR
857,2510,2022-01-07,30474.35,USD,OR
858,3323,2022-01-07,5535.25,USD,OR
859,4240,2022-01-07,49876.07,USD,OR
860,2280,2022-01-07,26905.03,USD,OR
861,306,2022-01-07,61933.97,USD,OR
862,2537,2022-01-07,6949.3,USD,OR
863,973,2022-01-07,81457.97,USD,OR
864,3791,2022-01-07,27084.81,USD,OR
865,959,2022-01-07,573482.55,USD,OR
866,92,2022-01-07,39596.6,USD,OR
867,3384,2022-01-07,88005.39,USD,OR
868,4928,2022-01-07,13686.1,USD,OR
869,1243,2022-01-07,135128.99,USD,OR
870,91,2022-01-07,127481.93,USD,OR
871,1920,2022-01-07,8164.11,USD,OR
872,4598,2022-01-07,40031.33,USD,OR
873,4551,2022-01-07,51770.68,USD,OR
874,1287,2022-01-07,28010.9,USD,OR
875,270,2022-01-08,66131.17,USD,OR
876,1937,2022-01-08,34319.12,USD,OR
877,3561,2022-01-08,17071.5,USD,OR
878,1797,2022-01-08,31724.31,USD,OR
879,1820,2022-01-08,319965.01,USD,OR
880,653,2022-01-08,10474.77,USD,OR
881,1900,2022-01-08,13668.33,USD,OR
882,1523,2022-01-08,49680.39,USD,OR
883,4678,2022-01-08,408027.3,USD,OR
884,4152,2022-01-08,24685.42,USD,OR
885,2455,2022-01-08,31390.17,USD,OR
886,941,2022-01-08,34690.57,USD,OR
887,4299,2022-01-08,463213.03,USD,OR
888,1721,2022-01-08,209231.7,USD,OR
889,1217,2022-01-08,149333.46,USD,OR
890,1504,2022-01-08,153200.02,USD,OR
891,1717,2022-01-08,101789.29,USD,OR
892,3882,2022-01-08,57567.41,USD,OR
893,4596,2022-01-08,34193.85,USD,OR
894,585,2022-01-08,27211.38,USD,OR
895,2306,2022-01-08,35485.91,USD,OR
896,4827,2022-01-08,76266.99,USD,OR
897,3553,2022-01-08,15057.8,USD,OR
898,3716,2022-01-08,27198.49,USD,OR
899,1018,2022-01-08,48795.08,USD,OR
900,2836,2022-01-08,137476.1,USD,OR
901,1809,2022-01-08,31212.23,USD,OR
902,4220,2022-01-08,44572.6,USD,OR
903,1334,2022-01-08,1712152.61,USD,OR
904,4092,2022-01-08,84897.15,USD,OR
905,1108,2022-01-08,16247.39,USD,OR
906,3874,2022-01-08,5724.56,USD,OR
907,3525,2022-01-08,104835.48,USD,OR
908,1465,2022-01-08,57018.2,USD,OR
909,2895,2022-01-08,205443.27,USD,OR
910,2347,2022-01-08,24130.2,USD,OR
911,4770,2022-01-08,13649.73,USD,OR
912,3074,2022-01-08,25485.96,USD,OR
913,3272,2022-01-08,23242.99,USD,OR
914,3696,2022-01-08,47484.57,USD,OR
915,2234,2022-01-08,52702.43,USD,OR
916,4211,2022-01-08,18650.3,USD,OR
917,407,2022-01-08,30803.53,USD,OR
918,4076,2022-01-08,41282.93,USD,OR
919,2755,2022-01-08,36000.64,USD,OR
920,2555,2022-01-08,320020.73,USD,OR
921,4772,2022-01-08,554880.34,USD,OR
922,4310,2022-01-08,121206.28,USD,OR
923,550,2022-01-08,37928.4,USD,OR
924,216,2022-01-08,331746.95,USD,OR
925,91,2022-01-08,85560.46,USD,OR
926,4527,2022-01-08,138336.47,USD,OR
927,4207,2022-01-08,193646.12,USD,OR
928,435,2022-01-08,94513.25,USD,OR
929,1093,2022-01-08,29271.25,USD,OR
930,1028,2022-01-08,31934.02,USD,OR
931,4888,2022-01-08,18021.66,USD,OR
932,4327,2022-01-08,123739.54,USD,OR
933,1555,2022-01-08,385022.84,USD,OR
934,4477,2022-01-08,130823.48,USD,OR
935,4859,2022-01-08,9682.76,USD,OR
936,2805,2022-01-08,26595.51,USD,OR
937,597,2022-01-08,50519.23,USD,OR
938,756,2022-01-08,10023.49,USD,OR
939,3567,2022-01-08,43253.13,USD,OR
940,729,2022-01-08,70251.66,USD,OR
941,166,2022-01-08,32270.28,USD,OR
942,2637,2022-01-08,110731.19,USD,OR
943,2220,2022-01-08,103041.19,USD,OR
944,4265,2022-01-08,14056.42,USD,OR
945,3750,2022-01-08,170249.99,USD,OR
946,2637,2022-01-08,150507.02,USD,OR
947,3042,2022-01-08,28191.76,USD,OR
948,4903,2022-01-08,38650.15,USD,OR
949,3728,2022-01-08,47462.22,USD,OR
950,3449,2022-01-08,14384.59,USD,OR
951,2113,2022-01-08,35582.11,USD,OR
952,46,2022-01-08,117571.37,USD,OR
953,455,2022-01-08,36882.74,USD,OR
954,1589,2022-01-08,64429.25,USD,OR
955,583,2022-01-08,12950.17,USD,OR
956,2941,2022-01-08,30673.7,USD,OR
957,4710,2022-01-08,17885.84,USD,OR
958,4963,2022-01-08,42277.82,USD,OR
959,2001,2022-01-08,77921.7,USD,OR
960,2986,2022-01-08,33336.1,USD,OR
961,2746,2022-01-08,45649.72,USD,OR
962,1400,2022-01-08,46198.56,USD,OR
963,4931,2022-01-08,87369.78,USD,OR
964,1568,2022-01-08,21383.38,USD,OR
965,1377,2022-01-08,51787.59,USD,OR
966,4039,2022-01-08,32288.74,USD,OR
967,1558,2022-01-08,51175.05,USD,OR
968,3900,2022-01-08,55425.57,USD,OR
969,2255,2022-01-08,31618.67,USD,OR
970,3422,2022-01-08,114692.73,USD,OR
971,182,2022-01-08,23158.4,USD,OR
972,2927,2022-01-08,12957.48,USD,OR
973,937,2022-01-08,64620.25,USD,OR
974,1081,2022-01-08,9893.33,USD,OR
975,4118,2022-01-08,61885.44,USD,OR
976,1369,2022-01-08,7487.99,USD,OR
977,4899,2022-01-08,75344.54,USD,OR
978,2623,2022-01-08,55207.87,USD,OR
979,2516,2022-01-08,24430.36,USD,OR
980,3468,2022-01-08,67436.12,USD,OR
981,2518,2022-01-08,33219.41,USD,OR
982,3329,2022-01-08,78805.25,USD,OR
983,4820,2022-01-08,76683.46,USD,OR
984,2627,2022-01-08,28603.26,USD,OR
985,1119,2022-01-08,39106.08,USD,OR
986,1421,2022-01-08,68260.29,USD,OR
987,3337,2022-01-09,165482.54,USD,OR
988,3815,2022-01-09,202128.22,USD,OR
989,2666,2022-01-09,15622.22,USD,OR
990,2134,2022-01-09,27065.49,USD,OR
991,2398,2022-01-09,30042.1,USD,OR
992,2250,2022-01-09,18982.18,USD,OR
993,4928,2022-01-09,9966.0,USD,OR
994,2631,2022-01-09,49650.89,USD,OR
995,4364,2022-01-09,85519.87,USD,OR
996,2075,2022-01-09,23275.52,USD,OR
997,3788,2022-01-09,27699.37,USD,OR
998,4162,2022-01-09,17146.98,USD,OR
999,303,2022-01-09,39372.3,USD,OR
1000,2648,2022-01-09,33295.96,USD,OR
1001,921,2022-01-09,6413.42,USD,OR
1002,811,2022-01-09,46925.11,USD,OR
1003,1875,2022-01-09,12043.44,USD,OR
1004,151,2022-01-09,70172.52,USD,OR
1005,1269,2022-01-09,425088.88,USD,OR
1006,1020,2022-01-09,24724.93,USD,OR
1007,2873,2022-01-09,22352.85,USD,OR
1008,373,2022-01-09,20542.11,USD,OR
1009,283,2022-01-09,16887.74,USD,OR
1010,1836,2022-01-09,39488.56,USD,OR
1011,2159,2022-01-09,32105.89,USD,OR
1012,766,2022-01-09,46594.39,USD,OR
1013,1244,2022-01-09,50271.14,USD,OR
1014,4389,2022-01-09,16756.05,USD,OR
1015,2148,2022-01-09,105856.51,USD,OR
1016,3839,2022-01-09,79089.89,USD,OR
1017,3654,2022-01-09,36719.55,USD,OR
1018,2507,2022-01-09,41235.26,USD,OR
1019,355,2022-01-09,58088.63,USD,OR
1020,9,2022-01-09,104591.01,USD,OR
1021,4718,2022-01-09,26443.81,USD,OR
1022,3576,2022-01-09,32245.01,USD,OR
1023,1276,2022-01-09,44345.49,USD,OR
1024,751,2022-01-09,20188.03,USD,OR
1025,3000,2022-01-09,20367.96,USD,OR
1026,1505,2022-01-09,175039.32,USD,OR
1027,4728,2022-01-09,73668.48,USD,OR
1028,1297,2022-01-09,41221.24,USD,OR
1029,3138,2022-01-09,38567.53,USD,OR
1030,2437,2022-01-09,60816.12,USD,OR
1031,718,2022-01-09,14562.08,USD,OR
1032,24,2022-01-09,256540.63,USD,OR
1033,1878,2022-01-09,98152.86,USD,OR
1034,787,2022-01-09,154585.42,USD,OR
1035,4183,2022-01-09,9215.22,USD,OR
1036,1561,2022-01-09,9557.91,USD,OR
1037,3645,2022-01-09,30800.31,USD,OR
1038,1104,2022-01-09,36538.51,USD,OR
1039,3855,2022-01-09,165687.27,USD,OR
1040,4072,2022-01-09,18764.44,USD,OR
1041,277,2022-01-09,48720.89,USD,OR
1042,1534,2022-01-09,19220.33,USD,OR
1043,533,2022-01-09,86785.49,USD,OR
1044,3886,2022-01-09,80333.2,USD,OR
1045,616,2022-01-09,69649.74,USD,OR
1046,2347,2022-01-09,38105.1,USD,OR
1047,612,2022-01-09,22154.48,USD,OR
1048,3276,2022-01-09,130495.75,USD,OR
1049,2922,2022-01-09,85771.27,USD,OR
1050,2576,2022-01-09,27907.81,USD,OR
1051,4740,2022-01-09,22146.15,USD,OR
1052,4898,2022-01-09,30316.81,USD,OR
1053,960,2022-01-09,62249.44,USD,OR
1054,1370,2022-01-09,14989.47,USD,OR
1055,3262,2022-01-09,25788.31,USD,OR
1056,3225,2022-01-09,38335.64,USD,OR
1057,4236,2022-01-09,24518.83,USD,OR
1058,1169,2022-01-09,96142.47,USD,OR
1059,3032,2022-01-09,53294.62,USD,OR
1060,44,2022-01-09,57797.54,USD,OR
1061,2473,2022-01-09,31560.68,USD,OR
1062,2034,2022-01-09,17216.74,USD,OR
1063,4795,2022-01-09,55709.58,USD,OR
1064,98,2022-01-09,121987.93,USD,OR
1065,833,2022-01-09,2040583.41,USD,OR
1066,3721,2022-01-09,78072.84,USD,OR
1067,3434,2022-01-09,22994.58,USD,OR
1068,3033,2022-01-09,147648.32,USD,OR
1069,2816,2022-01-09,187944.13,USD,OR
1070,1334,2022-01-09,1651604.59,USD,OR
1071,4138,2022-01-09,70510.84,USD,OR
1072,3903,2022-01-09,165162.6,USD,OR
1073,1737,2022-01-09,65780.86,USD,OR
1074,2834,2022-01-09,21337.15,USD,OR
1075,663,2022-01-09,42389.14,USD,OR
1076,3378,2022-01-09,18657.45,USD,OR
1077,4086,2022-01-09,133080.45,USD,OR
1078,4148,2022-01-09,177681.41,USD,OR
1079,1781,2022-01-09,7154.9,USD,OR
1080,2444,2022-01-09,28247.17,USD,OR
1081,4218,2022-01-09,22062.64,USD,OR
1082,2203,2022-01-09,1171776.08,USD,OR
1083,129,2022-01-09,24861.54,USD,OR
1084,1476,2022-01-09,54605.88,USD,OR
1085,1943,2022-01-09,91175.67,USD,OR
1086,3421,2022-01-09,135267.78,USD,OR
1087,4628,2022-01-09,42099.66,USD,OR
1088,2501,2022-01-09,37336.43,USD,OR
1089,1015,2022-01-09,29769.05,USD,OR
1090,2561,2022-01-09,58477.44,USD,OR
1091,4666,2022-01-09,104438.74,USD,OR
1092,2055,2022-01-09,23150.73,USD,OR
1093,2810,2022-01-09,25761.93,USD,OR
1094,481,2022-01-09,26540.68,USD,OR
1095,1782,2022-01-10,37334.62,USD,OR
1096,3324,2022-01-10,52324.21,USD,OR
1097,1041,2022-01-10,75119.64,USD,OR
1098,3639,2022-01-10,17083.63,USD,OR
1099,3892,2022-01-10,33924.83,USD,OR
1100,3138,2022-01-10,50023.26,USD,OR
1101,4055,2022-01-10,41775.01,USD,OR
1102,3815,2022-01-10,271408.02,USD,OR
1103,4816,2022-01-10,623532.3,USD,OR
1104,398,2022-01-10,86963.93,USD,OR
1105,1366,2022-01-10,52443.09,USD,OR
1106,70,2022-01-10,54729.25,USD,OR
1107,1896,2022-01-10,48634.02,USD,OR
1108,1593,2022-01-10,61705.62,USD,OR
1109,2526,2022-01-10,28974.2,USD,OR
1110,2706,2022-01-10,682418.97,USD,OR
1111,1617,2022-01-10,57363.98,USD,OR
1112,114,2022-01-10,84420.38,USD,OR
1113,4484,2022-01-10,21422.08,USD,OR
1114,3129,2022-01-10,56209.95,USD,OR
1115,1557,2022-01-10,9087.12,USD,OR
1116,2461,2022-01-10,29565.84,USD,OR
1117,391,2022-01-10,23285.97,USD,OR
1118,3631,2022-01-10,15561.05,USD,OR
1119,4264,2022-01-10,46568.02,USD,OR
1120,3726,2022-01-10,34784.0,USD,OR
1121,2564,2022-01-10,48167.4,USD,OR
1122,2199,2022-01-10,146450.64,USD,OR
1123,597,2022-01-10,38764.06,USD,OR
1124,3122,2022-01-10,35086.66,USD,OR
1125,975,2022-01-10,20482.51,USD,OR
1126,1968,2022-01-10,65952.47,USD,OR
1127,2215,2022-01-10,88638.08,USD,OR
1128,1599,2022-01-10,65341.71,USD,OR
1129,3130,2022-01-10,144124.36,USD,OR
1130,3135,2022-01-10,20662.06,USD,OR
1131,2566,2022-01-10,44841.78,USD,OR
1132,1074,2022-01-10,59963.03,USD,OR
1133,3942,2022-01-10,7489.92,USD,OR
1134,4348,2022-01-10,45318.36,USD,OR
1135,4017,2022-01-10,54999.1,USD,OR
1136,1543,2022-01-10,24341.91,USD,OR
1137,2193,2022-01-10,101931.81,USD,OR
1138,4453,2022-01-10,22912.02,USD,OR
1139,2747,2022-01-10,44233.31,USD,OR
1140,4454,2022-01-10,71705.62,USD,OR
1141,2520,2022-01-10,15745.63,USD,OR
1142,2521,2022-01-10,27872.07,USD,OR
1143,2984,2022-01-10,864948.12,USD,OR
1144,766,2022-01-10,62416.37,USD,OR
1145,4122,2022-01-10,57334.35,USD,OR
1146,192,2022-01-10,45041.94,USD,OR
1147,3563,2022-01-10,92070.74,USD,OR
1148,1106,2022-01-10,19147.79,USD,OR
1149,4793,2022-01-10,171875.34,USD,OR
1150,1007,2022-01-10,45567.24,USD,OR
1151,2245,2022-01-10,7765.49,USD,OR
1152,2555,2022-01-10,269160.47,USD,OR
1153,830,2022-01-10,40093.48,USD,OR
1154,830,2022-01-10,50968.69,USD,OR
1155,2914,2022-01-10,57284.51,USD,OR
1156,4788,2022-01-10,9050.72,USD,OR
1157,2597,2022-01-10,36738.14,USD,OR
1158,2829,2022-01-10,50655.42,USD,OR
1159,1946,2022-01-10,63725.53,USD,OR
1160,215,2022-01-10,451859.88,USD,OR
1161,1663,2022-01-10,50306.54,USD,OR
1162,2450,2022-01-10,42060.94,USD,OR
1163,2840,2022-01-10,5149.07,USD,OR
1164,306,2022-01-10,60743.92,USD,OR
1165,3971,2022-01-10,69384.95,USD,OR
1166,3918,2022-01-10,9884.68,USD,OR
1167,3335,2022-01-10,148044.28,USD,OR
1168,4733,2022-01-10,40100.32,USD,OR
1169,2067,2022-01-10,32025.69,USD,OR
1170,170,2022-01-10,1028048.35,USD,OR
1171,1696,2022-01-10,850214.92,USD,OR
1172,806,2022-01-10,32696.27,USD,OR
1173,4667,2022-01-10,20989.32,USD,OR
1174,65,2022-01-10,80332.82,USD,OR
1175,3786,2022-01-10,36526.08,USD,OR
1176,4863,2022-01-10,27407.31,USD,OR
1177,795,2022-01-10,64346.97,USD,OR
1178,3151,2022-01-10,114022.58,USD,OR
1179,4676,2022-01-10,24325.4,USD,OR
1180,1392,2022-01-10,113555.86,USD,OR
1181,1983,2022-01-10,59777.79,USD,OR
1182,1211,2022-01-10,39106.91,USD,OR
1183,502,2022-01-10,46522.1,USD,OR
1184,3414,2022-01-10,105297.92,USD,OR
1185,3557,2022-01-10,38746.54,USD,OR
1186,3475,2022-01-10,38245.57,USD,OR
1187,4201,2022-01-10,18004.13,USD,OR
1188,3744,2022-01-10,86939.3,USD,OR
1189,839,2022-01-10,12388.7,USD,OR
1190,403,2022-01-10,79924.74,USD,OR
1191,3445,2022-01-10,3584.44,USD,OR
1192,1628,2022-01-10,22999.39,USD,OR
1193,1527,2022-01-10,515848.59,USD,OR
1194,1377,2022-01-10,61773.68,USD,OR
1195,403,2022-01-10,66519.43,USD,OR
1196,3479,2022-01-10,11494.56,USD,OR
1197,121,2022-01-10,13555.66,USD,OR
1198,541,2022-01-10,51276.71,USD,OR
1199,23,2022-01-10,39371.36,USD,OR
1200,2435,2022-01-10,22062.22,USD,OR
1201,3437,2022-01-10,43853.04,USD,OR
1202,3206,2022-01-10,14349.34,USD,OR
1203,1502,2022-01-10,114011.32,USD,OR
1204,3236,2022-01-10,24365.61,USD,OR
1205,4656,2022-01-10,77488.78,USD,OR
1206,3812,2022-01-10,31655.24,USD,OR
1207,522,2022-01-10,117403.06,USD,OR
1208,4838,2022-01-10,94398.66,USD,OR
1209,68,2022-01-10,14383.93,USD,OR
1210,357,2022-01-10,45439.01,USD,OR
1211,4493,2022-01-10,50068.24,USD,OR
1212,4627,2022-01-11,31826.8,USD,OR
1213,2130,2022-01-11,23957.59,USD,OR
